,Age,Job,Marital.Status,Education,Credit,Balance..euros.,Housing.Loan,Personal.Loan,Contact,Last.Contact.Day,Last.Contact.Month,Last.Contact.Duration,Campaign,Pdays,Previous,Poutcome,Subscription
4105,32,services,married,secondary,0,132,1,1,unknown,19,may,343,2,-1,0.0,unknown,0
4106,55,management,divorced,unknown,0,2,1,0,unknown,19,may,95,1,-1,0.0,unknown,0
4107,55,services,married,secondary,0,283,1,0,unknown,19,may,156,1,-1,0.0,unknown,0
4108,42,management,divorced,secondary,0,830,1,0,unknown,19,may,112,1,-1,0.0,unknown,0
4109,26,technician,single,tertiary,0,75,1,1,unknown,19,may,351,1,-1,0.0,unknown,0
4110,54,services,married,secondary,0,158,1,0,unknown,19,may,198,1,-1,0.0,unknown,0
4111,34,blue-collar,married,primary,0,46,1,1,unknown,19,may,165,1,-1,0.0,unknown,0
4113,25,blue-collar,single,secondary,0,815,1,0,unknown,19,may,268,6,-1,0.0,unknown,0
4114,49,management,married,tertiary,0,128,1,0,unknown,19,may,298,1,-1,0.0,unknown,0
4115,59,blue-collar,divorced,primary,0,457,1,0,unknown,19,may,63,1,-1,0.0,unknown,0
4116,57,management,married,primary,0,0,0,0,unknown,19,may,455,1,-1,0.0,unknown,0
4117,27,technician,married,secondary,0,374,1,0,unknown,19,may,188,2,-1,0.0,unknown,0
4118,38,services,married,secondary,0,3259,1,0,unknown,19,may,241,1,-1,0.0,unknown,0
4119,41,services,divorced,secondary,0,-19,1,0,unknown,19,may,201,1,-1,0.0,unknown,0
4120,56,blue-collar,married,secondary,0,316,1,0,unknown,19,may,27,1,-1,0.0,unknown,0
4121,37,blue-collar,married,secondary,0,398,1,0,unknown,19,may,206,1,-1,0.0,unknown,0
4122,32,unemployed,married,secondary,0,2996,1,0,unknown,19,may,68,1,-1,0.0,unknown,0
4123,47,admin.,married,secondary,0,292,1,0,unknown,19,may,82,3,-1,0.0,unknown,0
4124,57,management,married,tertiary,0,5431,1,0,unknown,19,may,97,2,-1,0.0,unknown,0
4126,30,blue-collar,married,secondary,0,1312,1,0,unknown,19,may,285,2,-1,0.0,unknown,0
4128,35,blue-collar,single,secondary,0,5,0,0,unknown,19,may,268,3,-1,0.0,unknown,0
4130,38,admin.,married,secondary,0,976,1,1,unknown,19,may,382,2,-1,0.0,unknown,0
4131,45,blue-collar,married,primary,0,970,1,0,unknown,19,may,208,5,-1,0.0,unknown,0
4133,38,technician,married,secondary,0,59,1,0,unknown,19,may,18,1,-1,0.0,unknown,0
4135,40,unemployed,married,primary,0,3444,1,0,unknown,19,may,792,4,-1,0.0,unknown,0
4136,30,blue-collar,married,secondary,0,12697,1,1,unknown,19,may,95,1,-1,0.0,unknown,0
4137,47,blue-collar,married,secondary,0,863,1,0,unknown,19,may,943,2,-1,0.0,unknown,1
4139,30,technician,single,secondary,0,18,0,0,unknown,19,may,798,1,-1,0.0,unknown,0
4140,53,services,married,secondary,0,33,1,0,unknown,19,may,84,12,-1,0.0,unknown,0
4141,48,blue-collar,married,primary,0,281,1,0,unknown,19,may,100,3,-1,0.0,unknown,0
4142,35,technician,single,secondary,0,-206,1,0,unknown,19,may,85,4,-1,0.0,unknown,0
4143,38,services,single,secondary,0,36,1,0,unknown,19,may,143,1,-1,0.0,unknown,0
4144,32,technician,married,unknown,0,1879,0,0,unknown,19,may,115,1,-1,0.0,unknown,0
4145,53,blue-collar,married,primary,0,10,1,0,unknown,19,may,73,1,-1,0.0,unknown,0
4147,45,entrepreneur,married,tertiary,0,369,1,0,unknown,19,may,182,2,-1,0.0,unknown,0
4149,30,blue-collar,married,primary,0,392,1,0,unknown,19,may,351,1,-1,0.0,unknown,0
4150,31,admin.,single,secondary,0,0,0,0,unknown,19,may,179,1,-1,0.0,unknown,0
4151,42,housemaid,married,primary,0,14752,0,0,unknown,19,may,107,2,-1,0.0,unknown,0
4153,28,student,single,tertiary,0,836,1,0,unknown,19,may,36,1,-1,0.0,unknown,0
4154,46,blue-collar,single,primary,0,2851,1,0,unknown,19,may,122,2,-1,0.0,unknown,0
4155,40,technician,married,tertiary,0,296,0,0,unknown,19,may,198,1,-1,0.0,unknown,0
4157,56,blue-collar,married,secondary,0,25,1,0,unknown,19,may,264,1,-1,0.0,unknown,0
4159,41,services,single,secondary,0,197,1,0,unknown,19,may,112,1,-1,0.0,unknown,0
4160,48,blue-collar,married,secondary,0,5057,1,0,unknown,19,may,21,2,-1,0.0,unknown,0
4161,49,blue-collar,married,primary,0,284,1,0,unknown,19,may,81,1,-1,0.0,unknown,0
4164,49,technician,married,secondary,0,2718,0,0,unknown,19,may,114,2,-1,0.0,unknown,0
4166,28,blue-collar,married,secondary,0,1827,1,0,unknown,19,may,211,2,-1,0.0,unknown,0
4167,31,blue-collar,married,secondary,0,41,1,0,unknown,19,may,265,1,-1,0.0,unknown,0
4168,26,blue-collar,married,secondary,0,484,1,0,unknown,19,may,48,2,-1,0.0,unknown,0
4169,29,services,single,secondary,0,146,1,0,unknown,19,may,104,2,-1,0.0,unknown,0
4173,45,services,divorced,primary,0,242,1,0,unknown,19,may,336,1,-1,0.0,unknown,0
4174,24,blue-collar,single,secondary,0,0,1,0,unknown,19,may,202,1,-1,0.0,unknown,0
4175,31,admin.,single,secondary,0,6042,1,0,unknown,19,may,228,1,-1,0.0,unknown,0
4177,34,services,divorced,secondary,0,221,1,0,unknown,19,may,343,1,-1,0.0,unknown,0
4178,24,technician,single,secondary,0,-46,1,0,unknown,19,may,23,1,-1,0.0,unknown,0
4179,26,blue-collar,single,secondary,0,-5,0,0,unknown,19,may,260,1,-1,0.0,unknown,0
4180,29,management,single,tertiary,0,617,1,0,unknown,19,may,387,1,-1,0.0,unknown,0
4182,61,blue-collar,married,primary,0,625,1,0,unknown,19,may,158,2,-1,0.0,unknown,0
4183,26,management,married,tertiary,0,775,0,0,unknown,19,may,35,3,-1,0.0,unknown,0
4184,31,technician,single,tertiary,0,221,1,0,unknown,19,may,145,3,-1,0.0,unknown,0
4186,31,admin.,married,secondary,0,97,1,0,unknown,19,may,607,1,-1,0.0,unknown,1
4188,30,blue-collar,single,secondary,0,16,1,0,unknown,19,may,127,5,-1,0.0,unknown,0
4190,38,management,single,tertiary,0,889,0,0,unknown,19,may,197,4,-1,0.0,unknown,0
4192,38,entrepreneur,married,secondary,0,680,1,0,unknown,19,may,144,2,-1,0.0,unknown,0
4193,54,blue-collar,married,secondary,0,-754,1,0,unknown,19,may,222,2,-1,0.0,unknown,0
4194,42,services,married,secondary,0,2993,1,0,unknown,19,may,136,2,-1,0.0,unknown,0
4195,34,technician,divorced,tertiary,0,501,1,0,unknown,19,may,546,12,-1,0.0,unknown,0
4196,42,management,married,tertiary,0,365,1,0,unknown,19,may,49,2,-1,0.0,unknown,0
4197,54,retired,divorced,primary,0,477,1,0,unknown,19,may,335,4,-1,0.0,unknown,0
4198,27,blue-collar,married,secondary,0,72,1,0,unknown,19,may,105,1,-1,0.0,unknown,0
4199,31,blue-collar,married,primary,0,2085,1,1,unknown,19,may,488,3,-1,0.0,unknown,0
4200,34,technician,single,secondary,0,705,1,1,unknown,19,may,1203,3,-1,0.0,unknown,0
4202,27,technician,married,secondary,0,512,1,0,unknown,19,may,128,1,-1,0.0,unknown,0
4203,25,blue-collar,married,secondary,0,300,1,1,unknown,19,may,126,3,-1,0.0,unknown,0
4204,20,student,single,secondary,0,67,1,0,unknown,19,may,387,1,-1,0.0,unknown,0
4205,54,admin.,divorced,secondary,0,912,1,0,unknown,19,may,258,1,-1,0.0,unknown,0
4207,33,blue-collar,married,secondary,0,86,1,0,unknown,19,may,364,1,-1,0.0,unknown,0
4208,22,blue-collar,single,secondary,0,0,1,0,unknown,19,may,123,1,-1,0.0,unknown,0
4210,44,blue-collar,married,secondary,0,87,1,0,unknown,19,may,193,3,-1,0.0,unknown,0
4211,43,management,married,secondary,0,3196,1,1,unknown,19,may,159,3,-1,0.0,unknown,0
4212,44,retired,married,secondary,0,181,1,0,unknown,19,may,131,6,-1,0.0,unknown,0
4213,49,management,single,tertiary,0,354,1,0,unknown,19,may,166,3,-1,0.0,unknown,0
4214,27,entrepreneur,married,secondary,0,220,1,0,unknown,19,may,480,1,-1,0.0,unknown,0
4215,45,blue-collar,married,primary,0,2128,1,0,unknown,19,may,149,4,-1,0.0,unknown,0
4216,41,management,married,tertiary,0,4357,1,0,unknown,19,may,110,1,-1,0.0,unknown,0
4219,49,management,married,tertiary,0,68,1,1,unknown,19,may,163,3,-1,0.0,unknown,0
4221,55,technician,married,secondary,0,978,1,0,unknown,19,may,259,1,-1,0.0,unknown,0
4222,41,technician,single,secondary,0,0,1,1,unknown,19,may,162,1,-1,0.0,unknown,0
4223,51,management,single,tertiary,0,824,0,0,unknown,19,may,102,2,-1,0.0,unknown,0
4224,46,blue-collar,married,secondary,0,679,1,0,unknown,19,may,723,1,-1,0.0,unknown,0
4225,41,blue-collar,married,primary,0,262,1,0,unknown,19,may,89,1,-1,0.0,unknown,0
4226,32,blue-collar,divorced,secondary,0,86,0,1,unknown,19,may,703,1,-1,0.0,unknown,0
4228,48,blue-collar,married,primary,0,456,1,1,unknown,19,may,289,1,-1,0.0,unknown,0
4229,52,self-employed,married,secondary,0,6353,1,1,unknown,19,may,361,2,-1,0.0,unknown,0
4232,48,blue-collar,married,secondary,0,841,1,0,unknown,19,may,215,1,-1,0.0,unknown,0
4234,52,admin.,single,secondary,0,-346,1,1,unknown,19,may,147,3,-1,0.0,unknown,0
4235,31,self-employed,married,secondary,0,157,1,0,unknown,19,may,285,1,-1,0.0,unknown,0
4237,40,services,single,secondary,0,464,1,1,unknown,19,may,183,7,-1,0.0,unknown,0
4238,51,services,married,secondary,0,2085,1,0,unknown,19,may,70,1,-1,0.0,unknown,0
4239,42,blue-collar,married,unknown,0,1323,1,0,unknown,19,may,19,1,-1,0.0,unknown,0
4240,31,blue-collar,single,secondary,0,75,1,0,unknown,19,may,346,1,-1,0.0,unknown,0
4241,34,blue-collar,married,primary,0,-288,1,0,unknown,19,may,643,1,-1,0.0,unknown,0
4242,41,self-employed,married,secondary,0,713,1,0,unknown,19,may,78,1,-1,0.0,unknown,0
4244,54,blue-collar,married,secondary,0,887,1,0,unknown,19,may,133,1,-1,0.0,unknown,0
4245,47,services,married,secondary,0,-288,0,0,unknown,19,may,193,6,-1,0.0,unknown,0
4247,40,management,married,tertiary,0,3,1,1,unknown,19,may,151,1,-1,0.0,unknown,0
4248,23,management,single,secondary,0,85,1,0,unknown,19,may,109,2,-1,0.0,unknown,0
4249,48,blue-collar,married,primary,0,6489,1,0,unknown,19,may,263,1,-1,0.0,unknown,0
4250,36,admin.,single,secondary,0,3457,0,0,unknown,19,may,103,4,-1,0.0,unknown,0
4251,44,management,divorced,tertiary,0,409,1,0,unknown,19,may,333,1,-1,0.0,unknown,0
4252,31,admin.,single,secondary,0,396,1,0,unknown,19,may,104,1,-1,0.0,unknown,0
4253,32,blue-collar,married,secondary,0,101,1,0,unknown,19,may,191,4,-1,0.0,unknown,0
4254,49,blue-collar,married,secondary,0,402,1,0,unknown,19,may,571,1,-1,0.0,unknown,0
4256,41,admin.,married,secondary,0,3855,1,0,unknown,19,may,657,2,-1,0.0,unknown,0
4257,52,blue-collar,married,secondary,0,157,1,1,unknown,19,may,107,2,-1,0.0,unknown,0
4259,22,blue-collar,married,secondary,0,36,1,0,unknown,19,may,120,3,-1,0.0,unknown,0
4260,60,blue-collar,married,secondary,0,171,1,0,unknown,19,may,219,2,-1,0.0,unknown,0
4261,60,technician,married,unknown,0,148,1,0,unknown,19,may,148,1,-1,0.0,unknown,0
4262,35,technician,married,unknown,0,208,1,0,unknown,19,may,214,1,-1,0.0,unknown,0
4263,49,blue-collar,married,primary,0,1536,1,0,unknown,19,may,400,2,-1,0.0,unknown,0
4264,32,blue-collar,single,secondary,0,476,1,1,unknown,19,may,503,2,-1,0.0,unknown,0
4267,45,management,married,tertiary,0,1540,1,0,unknown,19,may,194,3,-1,0.0,unknown,0
4268,28,management,single,tertiary,0,3238,1,0,unknown,19,may,7,1,-1,0.0,unknown,0
4269,21,student,single,unknown,0,210,1,0,unknown,19,may,53,1,-1,0.0,unknown,0
4270,31,services,single,secondary,0,1629,1,0,unknown,19,may,344,2,-1,0.0,unknown,0
4271,27,admin.,divorced,secondary,0,112,1,0,unknown,19,may,104,1,-1,0.0,unknown,0
4273,24,blue-collar,single,unknown,0,76,1,0,unknown,19,may,345,1,-1,0.0,unknown,0
4274,28,blue-collar,single,secondary,0,362,1,0,unknown,19,may,263,1,-1,0.0,unknown,0
4275,42,management,divorced,tertiary,0,1116,1,0,unknown,19,may,88,6,-1,0.0,unknown,0
4276,40,blue-collar,married,secondary,0,-365,1,0,unknown,19,may,44,43,-1,0.0,unknown,0
4278,31,blue-collar,single,secondary,0,19,1,0,unknown,19,may,178,5,-1,0.0,unknown,0
4279,47,blue-collar,married,primary,0,146,1,1,unknown,19,may,53,5,-1,0.0,unknown,0
4280,40,blue-collar,divorced,secondary,0,125,1,0,unknown,19,may,349,2,-1,0.0,unknown,0
4282,26,blue-collar,divorced,secondary,0,0,1,0,unknown,19,may,48,3,-1,0.0,unknown,0
4283,52,admin.,single,primary,0,0,0,0,unknown,19,may,182,11,-1,0.0,unknown,0
4284,31,blue-collar,single,tertiary,0,462,1,1,unknown,19,may,147,1,-1,0.0,unknown,0
4286,27,technician,single,secondary,0,16,0,0,unknown,19,may,193,1,-1,0.0,unknown,0
4287,41,blue-collar,married,unknown,0,665,1,0,unknown,19,may,142,3,-1,0.0,unknown,0
4288,28,management,single,secondary,0,471,1,1,unknown,19,may,123,2,-1,0.0,unknown,0
4289,27,blue-collar,married,secondary,0,613,1,0,unknown,19,may,65,3,-1,0.0,unknown,0
4290,34,admin.,married,secondary,0,645,1,0,unknown,19,may,420,1,-1,0.0,unknown,0
4293,37,technician,married,secondary,0,1633,1,0,unknown,19,may,229,3,-1,0.0,unknown,0
4294,27,technician,single,primary,0,1022,1,0,unknown,19,may,445,2,-1,0.0,unknown,0
4296,31,blue-collar,married,secondary,0,9714,1,0,unknown,19,may,182,2,-1,0.0,unknown,0
4299,23,student,single,secondary,0,405,1,0,unknown,19,may,134,3,-1,0.0,unknown,0
4300,30,management,single,tertiary,0,358,1,0,unknown,19,may,88,51,-1,0.0,unknown,0
4301,50,blue-collar,married,secondary,0,170,1,1,unknown,19,may,234,13,-1,0.0,unknown,0
4302,52,services,married,secondary,0,2420,1,0,unknown,19,may,215,3,-1,0.0,unknown,0
4304,28,entrepreneur,married,secondary,0,422,1,0,unknown,19,may,394,2,-1,0.0,unknown,0
4305,28,admin.,single,secondary,0,350,1,1,unknown,19,may,5,2,-1,0.0,unknown,0
4306,57,retired,married,secondary,0,919,1,1,unknown,19,may,408,2,-1,0.0,unknown,0
4307,31,management,single,tertiary,0,444,1,0,unknown,19,may,114,2,-1,0.0,unknown,0
4308,35,management,married,tertiary,0,1253,1,0,unknown,19,may,210,2,-1,0.0,unknown,0
4309,49,entrepreneur,married,tertiary,0,320,1,1,unknown,19,may,243,6,-1,0.0,unknown,0
4310,32,services,married,secondary,0,1066,1,0,unknown,19,may,180,9,-1,0.0,unknown,0
4311,28,services,married,unknown,0,-134,1,0,unknown,19,may,8,2,-1,0.0,unknown,0
4312,51,management,single,tertiary,0,1146,1,1,unknown,19,may,458,4,-1,0.0,unknown,0
4314,37,management,divorced,tertiary,0,122,1,0,unknown,19,may,1622,2,-1,0.0,unknown,1
4315,55,blue-collar,married,secondary,0,212,1,0,unknown,19,may,324,2,-1,0.0,unknown,0
4316,27,blue-collar,single,secondary,0,5,1,0,unknown,19,may,205,3,-1,0.0,unknown,0
4318,22,blue-collar,single,secondary,0,3992,1,1,unknown,19,may,194,2,-1,0.0,unknown,0
4319,36,technician,divorced,secondary,0,141,1,0,unknown,19,may,165,5,-1,0.0,unknown,0
4320,46,management,divorced,secondary,0,361,1,0,unknown,19,may,86,7,-1,0.0,unknown,0
4322,55,admin.,divorced,secondary,0,3524,1,0,unknown,19,may,492,6,-1,0.0,unknown,0
4323,34,blue-collar,married,secondary,0,1710,1,1,unknown,19,may,187,3,-1,0.0,unknown,0
4325,45,management,married,tertiary,0,199,0,0,unknown,19,may,95,5,-1,0.0,unknown,0
4326,30,blue-collar,married,secondary,0,0,0,0,unknown,19,may,159,3,-1,0.0,unknown,0
4327,30,technician,single,tertiary,0,880,1,1,unknown,19,may,967,6,-1,0.0,unknown,1
4330,41,technician,married,secondary,0,501,1,0,unknown,19,may,579,5,-1,0.0,unknown,1
4331,45,management,married,unknown,0,9051,1,0,unknown,19,may,124,63,-1,0.0,unknown,0
4334,45,blue-collar,married,secondary,0,4111,1,0,unknown,19,may,211,2,-1,0.0,unknown,0
4335,42,blue-collar,married,primary,0,170,1,0,unknown,19,may,51,41,-1,0.0,unknown,0
4337,54,blue-collar,married,secondary,0,233,1,0,unknown,19,may,220,3,-1,0.0,unknown,0
4338,60,retired,married,secondary,0,819,1,0,unknown,19,may,110,2,-1,0.0,unknown,0
4339,24,admin.,single,secondary,0,1019,1,0,unknown,19,may,99,26,-1,0.0,unknown,0
4340,43,blue-collar,married,primary,0,1147,1,1,unknown,19,may,112,7,-1,0.0,unknown,0
4341,49,technician,married,tertiary,0,279,1,0,unknown,19,may,168,4,-1,0.0,unknown,0
4342,45,blue-collar,married,unknown,0,1263,1,0,unknown,19,may,283,3,-1,0.0,unknown,0
4343,54,technician,divorced,secondary,0,7449,1,0,unknown,19,may,235,7,-1,0.0,unknown,0
4344,39,management,married,tertiary,0,198,1,0,unknown,19,may,138,8,-1,0.0,unknown,0
4345,23,technician,single,unknown,0,710,1,0,unknown,19,may,374,6,-1,0.0,unknown,0
4348,44,self-employed,single,tertiary,0,149,1,0,unknown,19,may,332,10,-1,0.0,unknown,0
4349,53,management,single,primary,0,208,1,0,unknown,19,may,179,9,-1,0.0,unknown,0
4350,28,blue-collar,married,secondary,0,224,1,0,unknown,19,may,571,5,-1,0.0,unknown,0
4352,27,blue-collar,single,secondary,1,-3,1,0,unknown,19,may,265,5,-1,0.0,unknown,0
4353,25,blue-collar,married,secondary,0,316,1,1,unknown,19,may,360,2,-1,0.0,unknown,0
4354,35,admin.,married,secondary,0,846,1,1,unknown,19,may,175,2,-1,0.0,unknown,0
4355,31,blue-collar,married,primary,0,352,1,0,unknown,19,may,97,9,-1,0.0,unknown,0
4357,27,services,single,secondary,0,4923,1,0,unknown,19,may,57,7,-1,0.0,unknown,0
4359,32,management,divorced,tertiary,0,312,1,1,unknown,19,may,886,3,-1,0.0,unknown,0
4360,37,technician,single,secondary,0,61,1,0,unknown,19,may,182,8,-1,0.0,unknown,0
4361,37,blue-collar,married,primary,0,53,1,0,unknown,19,may,467,4,-1,0.0,unknown,0
4362,47,blue-collar,married,unknown,0,-345,1,0,unknown,19,may,18,14,-1,0.0,unknown,0
4363,36,management,divorced,tertiary,0,0,1,0,unknown,19,may,21,11,-1,0.0,unknown,0
4364,52,blue-collar,married,secondary,0,2231,1,1,unknown,19,may,470,4,-1,0.0,unknown,0
4365,52,services,married,unknown,0,337,1,0,unknown,19,may,85,3,-1,0.0,unknown,0
4366,50,technician,married,unknown,0,413,1,0,unknown,19,may,243,2,-1,0.0,unknown,0
4367,45,blue-collar,married,secondary,0,1345,1,0,unknown,19,may,120,7,-1,0.0,unknown,0
4368,52,blue-collar,married,primary,0,522,1,0,unknown,19,may,298,2,-1,0.0,unknown,0
4373,48,blue-collar,married,primary,0,490,1,0,unknown,19,may,622,2,-1,0.0,unknown,0
4374,51,management,married,unknown,0,6482,1,0,unknown,19,may,182,2,-1,0.0,unknown,0
4375,53,management,married,primary,0,3544,0,0,unknown,19,may,195,4,-1,0.0,unknown,0
4378,30,technician,single,tertiary,0,3291,1,0,unknown,19,may,1218,3,-1,0.0,unknown,1
4379,41,management,married,primary,0,2592,1,0,unknown,19,may,500,3,-1,0.0,unknown,0
4380,42,self-employed,married,tertiary,0,596,1,0,unknown,19,may,66,9,-1,0.0,unknown,0
4381,34,self-employed,married,secondary,0,-56,1,0,unknown,19,may,248,3,-1,0.0,unknown,0
4382,44,services,married,primary,0,1161,1,0,unknown,19,may,110,5,-1,0.0,unknown,0
4383,34,blue-collar,married,primary,0,183,1,0,unknown,19,may,3078,4,-1,0.0,unknown,0
4385,31,management,single,secondary,0,0,1,0,unknown,20,may,150,1,-1,0.0,unknown,0
4388,38,management,single,tertiary,0,690,1,0,unknown,20,may,34,1,-1,0.0,unknown,0
4389,32,management,divorced,tertiary,0,5306,1,0,unknown,20,may,201,1,-1,0.0,unknown,0
4390,33,admin.,married,secondary,0,730,1,0,unknown,20,may,70,1,-1,0.0,unknown,0
4392,33,admin.,single,secondary,0,434,1,0,unknown,20,may,351,1,-1,0.0,unknown,0
4393,37,management,married,tertiary,0,897,0,0,unknown,20,may,182,1,-1,0.0,unknown,0
4394,55,technician,divorced,secondary,0,0,1,0,unknown,20,may,365,4,-1,0.0,unknown,0
4395,32,services,single,secondary,0,228,1,0,unknown,20,may,257,1,-1,0.0,unknown,0
4396,33,management,single,tertiary,0,201,1,0,unknown,20,may,280,1,-1,0.0,unknown,0
4397,54,management,married,tertiary,0,2847,1,0,unknown,20,may,16,10,-1,0.0,unknown,0
4398,39,admin.,single,secondary,0,4039,1,0,unknown,20,may,140,1,-1,0.0,unknown,0
4399,60,technician,married,unknown,0,132,1,0,unknown,20,may,21,11,-1,0.0,unknown,0
4400,30,blue-collar,married,secondary,0,9,1,0,unknown,20,may,184,1,-1,0.0,unknown,0
4401,34,management,single,secondary,0,31,1,0,unknown,20,may,20,14,-1,0.0,unknown,0
4402,57,management,married,tertiary,0,0,1,1,unknown,20,may,107,2,-1,0.0,unknown,0
4403,36,blue-collar,married,secondary,0,4438,1,0,unknown,20,may,446,1,-1,0.0,unknown,1
4404,39,admin.,married,secondary,0,6421,0,1,unknown,20,may,661,1,-1,0.0,unknown,0
4405,38,blue-collar,married,secondary,0,171,1,1,unknown,20,may,172,1,-1,0.0,unknown,0
4406,37,management,divorced,tertiary,0,42,1,1,unknown,20,may,125,4,-1,0.0,unknown,0
4408,39,blue-collar,married,secondary,0,298,1,0,unknown,20,may,216,1,-1,0.0,unknown,0
4409,35,entrepreneur,married,secondary,0,24,1,0,unknown,20,may,81,1,-1,0.0,unknown,0
4410,47,blue-collar,married,secondary,0,290,1,0,unknown,20,may,409,2,-1,0.0,unknown,0
4413,35,blue-collar,married,secondary,0,1602,1,1,unknown,20,may,171,1,-1,0.0,unknown,0
4414,32,management,divorced,primary,0,137,1,0,unknown,20,may,13,12,-1,0.0,unknown,0
4416,38,blue-collar,single,primary,0,419,1,0,unknown,20,may,656,1,-1,0.0,unknown,0
4417,35,blue-collar,divorced,secondary,0,0,1,0,unknown,20,may,1205,1,-1,0.0,unknown,1
4418,31,blue-collar,married,secondary,0,-88,1,0,unknown,20,may,202,6,-1,0.0,unknown,0
4419,35,blue-collar,married,secondary,0,274,1,1,unknown,20,may,205,1,-1,0.0,unknown,0
4420,38,management,married,tertiary,0,0,1,0,unknown,20,may,206,1,-1,0.0,unknown,0
4422,30,management,single,tertiary,0,162,1,0,unknown,20,may,186,4,-1,0.0,unknown,0
4423,31,services,divorced,secondary,0,1222,1,0,unknown,20,may,532,1,-1,0.0,unknown,0
4425,40,technician,married,secondary,0,1259,0,0,unknown,20,may,234,5,-1,0.0,unknown,0
4428,29,services,single,secondary,0,271,1,0,unknown,20,may,1882,2,-1,0.0,unknown,1
4429,33,admin.,single,tertiary,0,622,1,0,unknown,20,may,243,1,-1,0.0,unknown,0
4431,51,housemaid,married,primary,0,492,1,0,unknown,20,may,142,3,-1,0.0,unknown,0
4432,35,blue-collar,married,primary,0,102,1,0,unknown,20,may,1334,1,-1,0.0,unknown,1
4433,38,self-employed,married,secondary,0,736,1,0,unknown,20,may,775,1,-1,0.0,unknown,0
4434,36,unemployed,married,secondary,0,733,1,0,unknown,20,may,335,1,-1,0.0,unknown,0
4436,29,technician,married,tertiary,0,43,1,0,unknown,20,may,68,2,-1,0.0,unknown,0
4437,53,services,married,primary,0,574,1,0,unknown,20,may,121,2,-1,0.0,unknown,0
4438,34,blue-collar,married,secondary,0,4622,1,1,unknown,20,may,217,1,-1,0.0,unknown,0
4440,38,admin.,divorced,secondary,0,3750,1,0,unknown,20,may,119,1,-1,0.0,unknown,0
4441,36,admin.,married,secondary,0,465,1,0,unknown,20,may,160,1,-1,0.0,unknown,0
4442,36,management,married,tertiary,0,860,1,0,unknown,20,may,294,15,-1,0.0,unknown,0
4443,32,student,single,unknown,0,1583,1,0,unknown,20,may,57,1,-1,0.0,unknown,0
4444,38,blue-collar,married,secondary,0,0,1,0,unknown,20,may,90,1,-1,0.0,unknown,0
4445,36,blue-collar,married,secondary,0,7579,1,0,unknown,20,may,600,1,-1,0.0,unknown,0
4448,32,blue-collar,married,primary,0,0,1,0,unknown,20,may,142,1,-1,0.0,unknown,0
4450,36,services,married,secondary,0,380,1,0,unknown,20,may,26,1,-1,0.0,unknown,0
4451,32,unemployed,married,secondary,0,93,1,0,unknown,20,may,203,2,-1,0.0,unknown,0
4452,33,blue-collar,married,tertiary,0,6138,1,0,unknown,20,may,369,1,-1,0.0,unknown,0
4455,35,admin.,married,secondary,0,3187,1,0,unknown,20,may,71,1,-1,0.0,unknown,0
4456,31,blue-collar,married,secondary,0,2,1,0,unknown,20,may,182,2,-1,0.0,unknown,1
4458,34,services,married,primary,0,1042,1,0,unknown,20,may,167,1,-1,0.0,unknown,0
4459,30,blue-collar,single,secondary,0,4648,1,0,unknown,20,may,37,1,-1,0.0,unknown,0
4460,31,blue-collar,single,secondary,0,2089,1,0,unknown,20,may,34,1,-1,0.0,unknown,0
4464,33,services,married,secondary,0,4434,1,0,unknown,20,may,265,1,-1,0.0,unknown,0
4468,35,management,married,tertiary,0,440,1,0,unknown,20,may,110,1,-1,0.0,unknown,0
4470,34,technician,single,tertiary,0,759,0,0,unknown,20,may,265,1,-1,0.0,unknown,0
4471,33,technician,married,secondary,0,603,1,0,unknown,20,may,345,1,-1,0.0,unknown,0
4472,59,admin.,divorced,secondary,0,-41,1,1,unknown,20,may,171,1,-1,0.0,unknown,0
4473,31,admin.,single,secondary,0,78,0,0,unknown,20,may,572,1,-1,0.0,unknown,0
4475,36,technician,divorced,secondary,0,409,1,0,unknown,20,may,25,1,-1,0.0,unknown,0
4476,38,blue-collar,married,secondary,0,732,1,1,unknown,20,may,269,1,-1,0.0,unknown,0
4477,32,blue-collar,married,secondary,0,328,1,0,unknown,20,may,132,1,-1,0.0,unknown,0
4478,32,technician,single,secondary,0,1698,1,0,unknown,20,may,115,1,-1,0.0,unknown,0
4480,39,retired,married,secondary,0,439,0,0,unknown,20,may,56,1,-1,0.0,unknown,0
4481,33,housemaid,married,tertiary,0,4958,1,0,unknown,20,may,434,1,-1,0.0,unknown,0
4482,23,services,single,secondary,0,210,1,0,unknown,20,may,507,1,-1,0.0,unknown,0
4484,36,blue-collar,married,unknown,0,17983,1,0,unknown,20,may,100,1,-1,0.0,unknown,0
4485,38,technician,single,secondary,0,614,1,0,unknown,20,may,116,1,-1,0.0,unknown,0
4486,35,admin.,married,secondary,0,2137,1,0,unknown,20,may,124,1,-1,0.0,unknown,0
4487,27,technician,single,tertiary,0,-291,1,0,unknown,20,may,66,2,-1,0.0,unknown,0
4488,31,admin.,single,secondary,0,160,1,1,unknown,20,may,233,2,-1,0.0,unknown,0
4489,58,housemaid,married,primary,0,11,1,0,unknown,20,may,90,1,-1,0.0,unknown,0
4490,34,technician,divorced,secondary,0,2036,1,1,unknown,20,may,104,1,-1,0.0,unknown,0
4492,36,blue-collar,married,unknown,0,-656,1,0,unknown,20,may,92,2,-1,0.0,unknown,0
